customer_id,tenure_months,contract_type,monthly_charges,total_charges,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,support_calls_3mo,avg_data_gb_3mo,late_payments_6mo,plan_changes_6mo,churned
CUST51799,24,Month-to-month,92.36,2248.99,Fiber optic,No,No,Yes,Mailed check,No,0,Yes,Yes,Yes,Yes,1,17.88,0,0,1
CUST51800,24,Month-to-month,116.28,2729.35,Fiber optic,No,Yes,No,Electronic check,No,1,No,No,Yes,No,2,26.75,1,1,0
CUST51801,55,One year,27.46,1491.41,No internet service,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,Yes,Yes,No,2,0.0,0,0,0
CUST51802,1,Month-to-month,64.75,7.26,Fiber optic,Yes,Yes,No,Mailed check,Yes,0,No,No,Yes,No,0,8.45,0,0,1
CUST51803,43,One year,100.78,4283.99,Fiber optic,No,No,No,Mailed check,Yes,0,No,No,Yes,Yes,0,9.81,0,0,1
CUST51804,45,Two year,41.07,1839.07,DSL,Yes,No,No,Electronic check,Yes,0,No,No,Yes,No,1,13.97,0,0,0
CUST51805,34,Month-to-month,68.63,2319.04,DSL,No,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,No,2,15.84,0,1,0
CUST51806,33,Month-to-month,55.25,1852.99,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,Yes,No,No phone service,2,52.88,0,0,1
CUST51807,1,Month-to-month,41.0,103.48,DSL,Yes,Yes,No,Electronic check,No,0,No,No,Yes,No,0,1.4,0,0,1
CUST51808,53,Month-to-month,61.13,3227.82,DSL,Yes,No,No,Electronic check,Yes,0,Yes,No,Yes,No,2,47.89,0,0,0
CUST51809,12,One year,46.53,497.88,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,Yes,Yes,No,1,0.0,0,0,1
CUST51810,9,Month-to-month,61.11,533.27,DSL,No,No,No,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,1,43.99,1,0,1
CUST51811,4,Month-to-month,87.29,396.97,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,No,0,63.66,1,0,1
CUST51812,35,Month-to-month,80.07,2753.0,Fiber optic,No,No,No,Mailed check,Yes,0,No,No,Yes,Yes,1,31.52,0,1,1
CUST51813,24,Month-to-month,64.26,1488.91,Fiber optic,No,Yes,No,Bank transfer (auto),No,0,Yes,No,Yes,Yes,1,4.08,1,0,1
CUST51814,7,Month-to-month,73.57,443.37,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,Yes,No,2,33.02,0,0,1
CUST51815,1,One year,120.0,190.18,Fiber optic,Yes,No,Yes,Bank transfer (auto),Yes,1,No,No,Yes,No,1,7.9,0,1,1
CUST51816,3,Month-to-month,20.0,0.0,No internet service,No internet service,No internet service,No internet service,Electronic check,No,0,No,No,Yes,Yes,0,0.0,0,1,1
CUST51817,8,Month-to-month,27.21,163.44,No internet service,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,No,Yes,Yes,1,0.0,0,0,0
CUST51818,8,Month-to-month,49.69,342.18,DSL,No,No,Yes,Credit card (auto),No,0,No,Yes,Yes,Yes,3,6.52,1,0,1
CUST51819,58,Two year,78.95,4560.03,Fiber optic,Yes,No,Yes,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,1,62.08,0,0,0
CUST51820,37,Month-to-month,52.42,1907.72,Fiber optic,No,No,No,Mailed check,No,0,Yes,Yes,Yes,No,1,78.33,0,0,0
CUST51821,26,One year,84.01,2190.86,Fiber optic,Yes,No,Yes,Credit card (auto),No,0,No,No,Yes,Yes,1,1.64,0,1,1
CUST51822,16,One year,39.74,608.84,No internet service,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,No,Yes,Yes,0,0.0,0,0,0
CUST51823,11,One year,72.11,743.36,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,No,1,24.09,0,0,1
CUST51824,1,Month-to-month,43.09,19.62,No internet service,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,Yes,No,No phone service,0,0.0,0,1,0
CUST51825,46,Two year,84.12,3808.24,DSL,Yes,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,1,28.95,0,0,0
CUST51826,34,One year,45.95,1613.72,DSL,Yes,Yes,No,Bank transfer (auto),No,0,No,Yes,Yes,No,1,18.0,2,3,0
CUST51827,70,Two year,70.28,4987.07,DSL,No,No,No,Credit card (auto),No,1,Yes,No,Yes,No,1,1.21,0,0,0
CUST51828,21,Month-to-month,81.73,1624.2,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,Yes,5,39.23,0,0,0
CUST51829,43,One year,81.53,3529.01,Fiber optic,No,No,Yes,Credit card (auto),Yes,0,Yes,Yes,Yes,No,2,158.4,1,1,0
CUST51830,40,One year,39.73,1593.98,No internet service,No internet service,No internet service,No internet service,Mailed check,Yes,1,Yes,No,Yes,No,1,0.0,0,0,0
CUST51831,50,Month-to-month,94.68,4738.6,DSL,Yes,Yes,No,Credit card (auto),Yes,0,Yes,Yes,Yes,Yes,1,31.71,1,0,0
CUST51832,5,Month-to-month,86.6,407.59,Fiber optic,Yes,No,Yes,Electronic check,Yes,0,No,No,Yes,Yes,3,71.34,1,0,0
CUST51833,4,One year,64.06,220.88,DSL,No,No,No,Mailed check,No,0,No,Yes,Yes,No,0,42.41,0,0,0
CUST51834,8,Month-to-month,63.74,556.95,Fiber optic,No,Yes,No,Credit card (auto),No,0,No,No,Yes,Yes,0,50.31,1,0,1
CUST51835,3,One year,78.21,282.63,DSL,Yes,No,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,2,4.46,1,0,1
CUST51836,4,Month-to-month,95.01,385.75,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,No,Yes,Yes,3,3.12,0,3,1
CUST51837,6,Month-to-month,30.9,105.81,No internet service,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,No,0,0.0,0,0,0
CUST51838,46,One year,74.13,3413.22,Fiber optic,No,No,Yes,Credit card (auto),No,1,No,No,Yes,No,2,72.56,0,0,0
CUST51839,26,Month-to-month,53.23,1363.58,DSL,No,No,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,4,7.44,0,0,1
CUST51840,69,Two year,36.94,2545.67,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,Yes,Yes,0,54.03,0,0,0
CUST51841,66,Two year,60.86,4023.07,Fiber optic,No,Yes,No,Credit card (auto),No,0,No,No,Yes,Yes,0,96.15,0,0,0
CUST51842,10,One year,62.97,624.04,DSL,No,No,No,Mailed check,No,0,Yes,No,Yes,No,3,9.14,1,1,1
CUST51843,68,Two year,20.0,1409.3,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,No,Yes,Yes,1,0.0,0,0,0
CUST51844,25,Two year,20.0,466.75,DSL,No,Yes,Yes,Bank transfer (auto),No,1,Yes,Yes,Yes,Yes,3,10.04,0,1,0
CUST51845,7,Month-to-month,92.17,694.05,Fiber optic,Yes,Yes,No,Bank transfer (auto),No,0,No,No,Yes,Yes,1,30.41,0,0,0
CUST51846,55,Two year,54.92,3003.06,DSL,No,No,No,Mailed check,Yes,0,No,No,Yes,No,2,72.92,0,0,0
CUST51847,1,Month-to-month,72.61,112.84,Fiber optic,No,No,No,Credit card (auto),No,0,No,No,Yes,No,1,32.45,0,0,1
CUST51848,1,Month-to-month,74.53,119.67,DSL,No,No,Yes,Electronic check,Yes,1,Yes,Yes,Yes,No,1,6.98,0,1,1
CUST51849,27,One year,88.03,2397.74,Fiber optic,No,Yes,No,Credit card (auto),No,0,Yes,No,Yes,Yes,2,12.22,0,1,1
CUST51850,33,One year,55.76,1810.73,DSL,Yes,No,No,Electronic check,No,0,No,Yes,Yes,No,4,20.89,1,0,1
CUST51851,8,Month-to-month,91.03,637.31,Fiber optic,No,No,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,0,5.57,0,0,1
CUST51852,2,Month-to-month,84.53,192.76,Fiber optic,No,No,No,Bank transfer (auto),No,1,Yes,Yes,Yes,No,2,37.21,0,0,0
CUST51853,26,One year,37.0,940.73,No internet service,No internet service,No internet service,No internet service,Credit card (auto),No,1,No,No,Yes,No,0,0.0,1,0,1
CUST51854,5,Month-to-month,46.31,236.28,No internet service,No internet service,No internet service,No internet service,Mailed check,Yes,1,No,Yes,Yes,No,1,0.0,0,0,1
CUST51855,11,One year,83.98,972.36,Fiber optic,Yes,No,Yes,Electronic check,No,0,Yes,Yes,No,No phone service,1,27.37,1,0,0
CUST51856,31,One year,104.12,3192.9,Fiber optic,No,No,Yes,Mailed check,No,0,Yes,No,Yes,Yes,1,9.06,0,0,1
CUST51857,1,Month-to-month,56.4,63.0,DSL,Yes,No,Yes,Credit card (auto),Yes,0,Yes,No,No,No phone service,0,10.25,1,1,0
CUST51858,21,Month-to-month,96.88,1953.26,DSL,No,No,No,Mailed check,Yes,1,No,Yes,Yes,Yes,0,5.62,0,1,0
CUST51859,24,One year,56.12,1365.3,No internet service,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,No,0,0.0,0,0,1
CUST51860,7,Month-to-month,98.66,660.06,Fiber optic,No,No,No,Mailed check,Yes,0,No,Yes,Yes,No,3,13.35,0,0,1
CUST51861,2,Month-to-month,72.52,30.38,Fiber optic,No,No,Yes,Mailed check,Yes,0,No,No,Yes,No,0,8.47,0,0,1
CUST51862,4,Month-to-month,39.63,179.84,Fiber optic,No,Yes,No,Electronic check,Yes,0,No,No,Yes,No,2,1.57,2,1,0
CUST51863,4,Month-to-month,70.87,414.87,DSL,No,No,Yes,Credit card (auto),Yes,0,No,Yes,Yes,Yes,1,23.55,1,0,0
CUST51864,72,Month-to-month,50.14,3608.41,DSL,Yes,Yes,Yes,Bank transfer (auto),Yes,1,Yes,No,Yes,No,2,2.4,1,0,0
CUST51865,32,Month-to-month,78.3,2452.28,DSL,No,Yes,No,Electronic check,Yes,1,No,Yes,Yes,Yes,2,38.66,1,1,1
CUST51866,43,One year,41.14,1800.71,No internet service,No internet service,No internet service,No internet service,Credit card (auto),No,0,Yes,No,Yes,No,0,0.0,1,0,0
CUST51867,28,One year,88.28,2453.04,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,0,No,No,Yes,No,0,13.73,0,1,0
CUST51868,64,Two year,34.93,2258.05,DSL,Yes,No,No,Bank transfer (auto),No,0,No,No,Yes,No,4,32.14,1,0,0
CUST51869,1,Month-to-month,44.73,0.0,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,No,0,0.0,1,1,0
CUST51870,22,Month-to-month,21.32,392.28,No internet service,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,No,No,No phone service,4,0.0,0,0,1
CUST51871,30,One year,79.93,2414.42,Fiber optic,No,Yes,No,Credit card (auto),No,0,Yes,Yes,No,No phone service,0,81.74,1,0,0
CUST51872,40,One year,44.9,1767.45,DSL,Yes,No,Yes,Electronic check,Yes,0,No,No,Yes,Yes,1,99.08,1,0,0
CUST51873,10,One year,44.62,411.82,DSL,No,No,No,Electronic check,Yes,1,Yes,No,Yes,Yes,3,47.53,0,0,0
CUST51874,23,One year,68.12,1614.99,DSL,No,No,No,Mailed check,Yes,0,No,No,Yes,Yes,2,58.62,0,0,1
CUST51875,26,One year,84.35,2169.69,Fiber optic,No,No,No,Electronic check,No,0,Yes,No,Yes,No,2,15.82,0,0,1
CUST51876,27,Month-to-month,46.02,1264.36,DSL,No,No,No,Mailed check,Yes,0,Yes,Yes,Yes,Yes,0,97.53,0,0,0
CUST51877,33,One year,35.85,1155.01,DSL,Yes,No,No,Mailed check,No,0,Yes,Yes,Yes,No,3,17.19,0,0,0
CUST51878,1,One year,100.04,160.21,Fiber optic,Yes,No,No,Credit card (auto),Yes,0,Yes,Yes,Yes,Yes,1,54.26,0,0,1
CUST51879,44,Two year,68.49,3100.98,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,No,1,83.67,0,0,0
CUST51880,40,One year,80.32,3246.77,Fiber optic,No,No,Yes,Electronic check,No,0,No,Yes,Yes,No,2,40.7,0,1,0
CUST51881,67,One year,90.14,5991.68,DSL,Yes,No,Yes,Mailed check,No,1,Yes,No,Yes,No,1,4.42,1,0,0
CUST51882,9,Month-to-month,44.2,438.88,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,No,5,60.19,0,1,1
CUST51883,30,Two year,55.24,1656.91,DSL,No,No,Yes,Bank transfer (auto),No,0,Yes,Yes,Yes,No,0,3.72,0,0,0
CUST51884,39,Two year,55.52,2187.07,DSL,Yes,No,Yes,Mailed check,No,0,No,No,Yes,No,0,72.67,1,0,0
CUST51885,18,One year,80.74,1436.42,Fiber optic,Yes,No,Yes,Bank transfer (auto),No,0,No,Yes,Yes,No,2,101.77,0,0,1
CUST51886,1,One year,95.02,74.59,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,0,No,No,Yes,Yes,2,38.87,0,0,0
CUST51887,11,Month-to-month,72.66,811.5,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,No,No,Yes,No,1,57.07,0,0,1
CUST51888,20,One year,52.51,1144.66,Fiber optic,No,No,No,Electronic check,No,0,Yes,No,Yes,No,1,2.27,0,0,1
CUST51889,45,One year,54.59,2471.28,DSL,Yes,No,Yes,Bank transfer (auto),No,1,Yes,No,Yes,Yes,4,9.43,0,0,1
CUST51890,18,One year,58.97,1050.63,No internet service,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,No,0,0.0,0,0,0
CUST51891,14,Month-to-month,80.5,1092.91,Fiber optic,No,No,No,Credit card (auto),Yes,0,No,No,Yes,Yes,1,59.46,0,0,1
CUST51892,42,One year,26.95,1114.55,No internet service,No internet service,No internet service,No internet service,Credit card (auto),No,0,No,No,Yes,Yes,3,0.0,0,1,0
CUST51893,27,Month-to-month,95.7,2661.6,DSL,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,0,19.49,1,0,0
CUST51894,33,One year,105.64,3461.3,Fiber optic,No,No,No,Credit card (auto),Yes,0,Yes,Yes,Yes,Yes,1,11.03,0,0,1
CUST51895,26,Month-to-month,91.38,2354.96,Fiber optic,Yes,No,No,Electronic check,Yes,0,Yes,No,Yes,No,2,13.69,0,0,0
CUST51896,39,One year,86.33,3309.84,DSL,No,No,No,Credit card (auto),Yes,0,Yes,No,Yes,Yes,0,16.01,0,0,0
CUST51897,5,Month-to-month,39.88,236.34,DSL,No,No,Yes,Electronic check,Yes,0,No,No,Yes,Yes,0,26.48,0,1,1
CUST51898,16,Month-to-month,86.43,1411.85,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,No,3,37.77,0,0,0
CUST51899,10,One year,94.65,1014.09,Fiber optic,No,No,No,Credit card (auto),Yes,0,No,Yes,Yes,Yes,0,1.24,0,1,1
CUST51900,15,Month-to-month,45.15,714.98,No internet service,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,No,Yes,Yes,1,0.0,1,1,0
CUST51901,41,One year,69.35,2836.83,Fiber optic,No,No,Yes,Bank transfer (auto),Yes,0,No,Yes,Yes,No,0,38.18,0,0,0
CUST51902,60,Two year,45.06,2778.68,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,Yes,Yes,No,1,0.0,0,0,0
CUST51903,48,Two year,77.58,3789.5,Fiber optic,Yes,No,Yes,Credit card (auto),Yes,0,No,Yes,Yes,Yes,0,53.23,0,0,1
CUST51904,31,Month-to-month,79.53,2472.08,DSL,No,Yes,Yes,Credit card (auto),Yes,0,No,Yes,No,No phone service,4,148.14,0,1,0
CUST51905,55,Two year,24.59,1372.43,DSL,No,No,No,Mailed check,Yes,0,No,Yes,Yes,No,2,13.33,0,0,0
CUST51906,3,Month-to-month,41.61,42.85,DSL,No,Yes,No,Bank transfer (auto),Yes,1,No,No,No,No phone service,0,5.2,1,0,0
CUST51907,50,Two year,63.61,3195.02,Fiber optic,No,No,No,Electronic check,Yes,0,No,Yes,No,No phone service,0,54.74,1,0,1
CUST51908,20,One year,75.64,1517.98,Fiber optic,Yes,No,No,Electronic check,No,0,No,Yes,Yes,No,2,1.35,0,0,0
CUST51909,4,Month-to-month,60.19,237.33,DSL,Yes,No,No,Mailed check,Yes,0,No,Yes,Yes,Yes,0,5.97,0,0,0
CUST51910,5,Month-to-month,85.27,449.73,Fiber optic,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,0,100.18,0,2,0
CUST51911,3,Month-to-month,46.7,93.88,DSL,No,No,Yes,Electronic check,Yes,1,No,No,Yes,No,3,68.59,0,0,1
CUST51912,29,One year,43.9,1388.92,No internet service,No internet service,No internet service,No internet service,Electronic check,No,1,No,No,Yes,Yes,3,0.0,0,0,0
CUST51913,15,Month-to-month,58.13,909.73,No internet service,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,No,1,0.0,0,0,0
CUST51914,55,One year,81.25,4504.24,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,Yes,No,Yes,Yes,2,5.56,0,0,0
CUST51915,9,One year,87.33,821.38,DSL,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,1,69.76,0,0,1
CUST51916,36,Two year,44.89,1665.68,DSL,Yes,No,Yes,Credit card (auto),No,1,No,Yes,Yes,Yes,0,16.57,0,0,1
CUST51917,58,Two year,81.82,4752.01,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,Yes,1,9.16,0,0,0
CUST51918,15,Month-to-month,70.06,1022.2,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,No,No,No phone service,1,55.01,0,0,0
CUST51919,42,One year,103.09,4252.07,Fiber optic,Yes,No,No,Mailed check,No,0,No,No,Yes,No,1,8.49,1,0,1
CUST51920,43,Two year,55.46,2438.17,DSL,No,No,Yes,Bank transfer (auto),Yes,0,No,No,Yes,No,2,10.01,0,0,1
CUST51921,72,Two year,82.74,5985.85,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,No,Yes,No,1,0.0,0,0,0
CUST51922,28,Month-to-month,38.72,1022.6,No internet service,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,Yes,Yes,Yes,1,0.0,0,1,0
CUST51923,39,Month-to-month,53.05,2004.04,DSL,No,No,No,Electronic check,No,0,No,No,Yes,No,2,13.03,2,0,1
CUST51924,24,Month-to-month,74.02,1685.8,DSL,No,No,No,Credit card (auto),Yes,0,Yes,Yes,Yes,No,0,27.23,0,0,1
CUST51925,3,Month-to-month,53.48,145.5,No internet service,No internet service,No internet service,No internet service,Mailed check,No,0,No,No,Yes,No,2,0.0,2,1,0
CUST51926,5,Month-to-month,61.87,367.27,DSL,Yes,Yes,No,Mailed check,No,0,No,Yes,No,No phone service,0,8.98,0,0,0
CUST51927,45,Month-to-month,35.56,1526.68,DSL,No,Yes,No,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,0,12.86,1,0,0
CUST51928,31,One year,45.07,1401.24,No internet service,No internet service,No internet service,No internet service,Mailed check,No,0,Yes,No,Yes,No,2,0.0,0,0,0
CUST51929,50,Month-to-month,86.57,4252.68,Fiber optic,No,No,No,Mailed check,Yes,0,No,No,No,No phone service,2,32.01,0,0,0
CUST51930,17,One year,77.87,1251.13,Fiber optic,Yes,No,No,Credit card (auto),No,0,Yes,Yes,Yes,No,1,15.11,0,0,0
CUST51931,54,Month-to-month,62.97,3366.1,DSL,No,Yes,No,Credit card (auto),No,0,Yes,No,Yes,No,1,23.42,2,1,1
CUST51932,39,Two year,62.64,2533.4,No internet service,No internet service,No internet service,No internet service,Mailed check,Yes,0,Yes,No,Yes,No,1,0.0,1,0,0
CUST51933,72,Two year,63.46,4529.03,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,No,Yes,Yes,Yes,0,6.16,1,0,0
CUST51934,1,One year,51.06,0.0,DSL,No,No,Yes,Credit card (auto),Yes,0,No,No,Yes,No,0,5.4,0,0,0
CUST51935,59,Two year,94.58,5552.98,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,No,Yes,Yes,Yes,0,26.62,0,0,0
CUST51936,43,Month-to-month,67.42,2872.6,DSL,No,No,Yes,Bank transfer (auto),No,0,Yes,No,No,No phone service,1,95.08,0,0,1
CUST51937,2,One year,88.58,164.69,Fiber optic,Yes,No,No,Bank transfer (auto),No,0,No,Yes,Yes,No,0,41.33,0,0,1
CUST51938,3,Month-to-month,25.91,44.33,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,1,0.0,3,0,0
CUST51939,9,Month-to-month,36.99,304.62,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,No,Yes,No,0,0.0,1,0,0
CUST51940,32,Month-to-month,50.32,1630.25,Fiber optic,No,No,Yes,Credit card (auto),No,0,Yes,No,Yes,No,1,11.74,1,1,0
CUST51941,48,One year,44.0,2110.42,No internet service,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,Yes,Yes,Yes,No,0,0.0,0,0,0
CUST51942,33,Month-to-month,47.68,1523.38,No internet service,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,No,Yes,No,1,0.0,1,0,0
CUST51943,23,One year,91.3,2128.71,DSL,No,No,Yes,Electronic check,No,0,No,Yes,Yes,No,1,26.68,0,0,0
CUST51944,42,Month-to-month,35.85,1616.26,No internet service,No internet service,No internet service,No internet service,Mailed check,No,0,Yes,Yes,Yes,Yes,3,0.0,0,0,0
CUST51945,68,Two year,53.66,3669.51,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,No,No,Yes,Yes,2,0.0,1,0,0
CUST51946,3,One year,83.07,308.14,Fiber optic,No,No,Yes,Mailed check,Yes,0,No,Yes,Yes,No,2,40.31,0,1,0
CUST51947,1,Month-to-month,64.71,37.33,Fiber optic,Yes,No,No,Credit card (auto),Yes,0,No,No,Yes,Yes,1,1.83,0,0,1
CUST51948,49,Month-to-month,80.81,3963.69,Fiber optic,Yes,No,No,Electronic check,No,0,Yes,No,No,No phone service,2,41.51,0,0,0
CUST51949,27,Two year,44.31,1140.78,DSL,No,Yes,No,Bank transfer (auto),Yes,0,No,No,Yes,Yes,1,10.44,0,0,1
CUST51950,1,Month-to-month,114.35,0.0,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,2,47.75,0,0,1
CUST51951,6,Month-to-month,101.73,573.88,Fiber optic,No,Yes,No,Credit card (auto),Yes,0,No,Yes,Yes,No,2,29.55,0,0,1
CUST51952,18,One year,22.53,383.88,No internet service,No internet service,No internet service,No internet service,Mailed check,Yes,0,Yes,No,Yes,Yes,1,0.0,0,0,0
CUST51953,29,Month-to-month,52.23,1456.91,DSL,Yes,No,Yes,Credit card (auto),Yes,0,No,No,Yes,Yes,2,18.49,0,1,1
CUST51954,23,Month-to-month,34.79,789.21,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,1,Yes,Yes,Yes,No,1,0.0,0,2,0
CUST51955,21,Month-to-month,42.54,831.58,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,1,Yes,No,Yes,Yes,0,0.0,0,0,1
CUST51956,1,Month-to-month,91.34,185.46,Fiber optic,No,No,Yes,Electronic check,No,0,No,No,Yes,No,2,9.99,1,0,1
CUST51957,43,Month-to-month,88.91,3759.49,DSL,No,No,Yes,Bank transfer (auto),Yes,0,No,No,Yes,Yes,2,0.56,0,1,0
CUST51958,4,Month-to-month,69.57,235.38,Fiber optic,Yes,No,Yes,Mailed check,No,0,No,No,Yes,Yes,3,6.96,2,0,1
CUST51959,17,Month-to-month,82.45,1369.79,DSL,Yes,No,Yes,Electronic check,No,0,No,Yes,Yes,No,1,12.1,0,0,0
CUST51960,1,Month-to-month,77.12,123.45,Fiber optic,Yes,No,Yes,Credit card (auto),No,0,Yes,No,Yes,Yes,2,50.94,0,0,0
CUST51961,50,Two year,40.11,2040.27,Fiber optic,No,No,No,Electronic check,Yes,0,No,No,Yes,Yes,0,4.2,0,0,0
CUST51962,45,One year,61.64,2775.44,Fiber optic,No,No,Yes,Electronic check,Yes,1,Yes,No,Yes,No,0,22.94,0,0,0
CUST51963,22,One year,60.99,1309.1,DSL,No,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,No,3,9.64,1,0,1
CUST51964,17,Month-to-month,34.41,449.07,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,No,No,Yes,Yes,1,0.0,0,0,0
CUST51965,1,Month-to-month,82.5,38.67,Fiber optic,No,Yes,No,Electronic check,No,0,No,No,Yes,No,1,200.0,1,0,1
CUST51966,45,Two year,53.32,2401.24,DSL,No,No,No,Mailed check,Yes,0,No,No,Yes,No,3,49.72,2,0,0
CUST51967,43,One year,44.67,1900.24,DSL,No,No,Yes,Mailed check,No,0,No,No,Yes,No,0,7.22,0,0,0
CUST51968,1,Month-to-month,55.3,110.26,DSL,No,Yes,No,Mailed check,Yes,0,No,No,Yes,Yes,2,78.03,0,0,1
CUST51969,4,Month-to-month,34.94,163.48,No internet service,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,No,No,No phone service,2,0.0,1,0,1
CUST51970,9,Month-to-month,85.6,735.89,Fiber optic,Yes,Yes,Yes,Electronic check,No,0,Yes,No,Yes,No,2,31.78,1,1,1
CUST51971,61,Two year,83.95,5154.52,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,No,1,85.81,0,1,1
CUST51972,5,Month-to-month,91.75,384.3,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,No,Yes,Yes,1,58.19,0,0,1
CUST51973,31,One year,43.72,1368.92,DSL,No,No,Yes,Electronic check,No,0,Yes,No,Yes,No,0,18.05,0,0,1
CUST51974,14,One year,68.42,1006.95,Fiber optic,No,No,Yes,Mailed check,Yes,0,Yes,No,Yes,Yes,0,3.78,1,0,1
CUST51975,63,Two year,47.57,3025.41,Fiber optic,No,No,No,Electronic check,Yes,1,No,No,Yes,Yes,1,19.28,1,0,0
CUST51976,28,Two year,32.35,876.18,No internet service,No internet service,No internet service,No internet service,Credit card (auto),No,0,Yes,No,No,No phone service,0,0.0,1,0,0
CUST51977,20,Month-to-month,47.96,999.09,Fiber optic,No,Yes,No,Bank transfer (auto),Yes,0,No,No,Yes,Yes,0,7.71,0,0,0
CUST51978,44,One year,91.45,3936.17,Fiber optic,No,No,Yes,Mailed check,Yes,1,No,Yes,Yes,No,1,3.95,0,0,0
CUST51979,41,One year,50.22,2001.1,No internet service,No internet service,No internet service,No internet service,Mailed check,No,1,Yes,Yes,Yes,Yes,0,0.0,2,0,0
CUST51980,27,One year,62.79,1647.57,DSL,Yes,No,Yes,Mailed check,Yes,0,No,No,Yes,No,2,50.03,0,0,1
CUST51981,32,Two year,80.56,2486.67,DSL,Yes,Yes,No,Mailed check,No,0,No,No,Yes,Yes,0,26.11,0,0,0
CUST51982,71,Two year,120.0,8572.3,Fiber optic,Yes,Yes,Yes,Credit card (auto),No,0,No,No,Yes,No,1,25.63,0,0,0
CUST51983,24,Month-to-month,60.86,1534.58,DSL,No,No,No,Electronic check,No,0,No,No,Yes,Yes,1,42.12,1,0,0
CUST51984,3,Month-to-month,63.68,180.3,DSL,No,No,Yes,Electronic check,No,0,Yes,No,Yes,No,1,41.42,1,0,0
CUST51985,9,One year,25.52,290.39,No internet service,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,No,Yes,No,2,0.0,1,0,1
CUST51986,17,Month-to-month,47.41,755.05,DSL,No,No,Yes,Credit card (auto),No,0,Yes,No,Yes,Yes,3,11.29,0,0,1
